Unnamed: 0,question,answer,num_answer,long_answer
958,"Making an equal number of drums of paint each day, a paint mixer takes three days to make 18 drums of paint. How many days will it take for him to make 360 drums of paint?",60,60,"If a paint mixer takes three days to make 18 drums of paint in a day, he makes 18/3=<<18/3=6>>6 drums of paint.
The number of days it will take for him to make 360 drums of paint, making 6 drums a day, is 360/6=<<360/6=60>>60 days.
#### 60"
715,"A sixty bulb watt uses 60 watts of power each day. If Allyn has 40 such bulbs in his house and pays an electricity bill of twenty cents per power watt used, calculate Allyn's total monthly expenses on electricity in June.",14400,14400,"If each bulb uses 60 watts each day, the 40 bulbs that Allyn has uses 60*40 = <<60*40=2400>>2400 watts of power each day.
In June, with 30 days, the bulbs will use 30*2400 = <<30*2400=72000>>72000 watts of power.
If Allyn is charged an electricity bill of twenty cents per power watt used, in June she will pay 72000*$0.20 = $<<72000*0.20=14400>>14400
#### 14400"
2332,"Hayden works for a limousine company as a driver. He gets reimbursed for any gas he puts in the limo, his hourly wage is $15, and he gets paid an additional $5 for every ride he gives. A positive review from a rider in his limo also gets him a $20 bonus. Today, he gave rides to three groups, drove for eight hours, and had to put 17 gallons of gas at $3 per gallon in the limo to refill the tank. He got two good reviews. How many dollars is he owed for his work today?",226,226,"Hayden gave 3 groups rides, so he is owed 3 * 5 = $<<3*5=15>>15.
He drove for 8 hours, so he is owed 15 * 8 = $<<15*8=120>>120.
He refilled the gas tank, so he is owed back 17 * 3 = $<<17*3=51>>51.
He got two good reviews for a bonus of 2 * 20 = $<<2*20=40>>40.
Hayden is owned 15 + 120 + 51 + 40 = $<<15+120+51+40=226>>226 for his work today.
#### 226"
4974,"Bennett sells window screens. He sold twice as many window screens in February as he sold last month. In February, Bennett sold a fourth of what he sold in March. If Bennet sold 8800 window screens in March, how many screens did Bennett sell from January to March?",12100,12100,"In February, Bennett sold 8800/4 = <<8800/4=2200>>2200 window screens.
In January, Bennett sold 2200/2 = <<2200/2=1100>>1100 window screens.
Between January and March, Bennett sold 8800+2200+1100 = <<8800+2200+1100=12100>>12100 window screens.
#### 12100"
579,Marcos has to get across a 5 mile lake in his speedboat in 10 minutes so he can make it to work on time. How fast does he need to go in miles per hour to make it?,30,30,"10 minutes for 5 miles means 10 minutes / 5 miles = <<10/5=2>>2 minutes/mile
1 hour is 60 minutes so 60 minutes/hour / 2 minutes/mile = 30 miles/hour
#### 30"
5416,"Mobius is the fastest mule in Italy.  She can run at a top speed of 13 miles per hour when she is without any load to carry, and she can travel at 11 miles per hour as her top speed when she carries a typical load.  If she travels the 143 miles from Florence, Italy to Rome, Italy at top speed while carrying a typical load, then returns to Florence at her usual top speed without carrying a load, how long, in hours, will the trip take if she takes two 30-minute rest stops during each half of the trip?",26,26,"30 minutes is 30/60=<<30/60=0.5>>0.5 hours.
Two 30-minute rest stops take 0.5*2-1 hour.
If she takes two rest stops per each half of the journey, then she takes 2*1=<<2*1=2>>2 hours in rest time.
With a load, at her top speed, she can travel 143 miles in 143/11=<<143/11=13>>13 hours.
Without a load, at her top speed, she can travel 143 miles in 143/13=<<143/13=11>>11 hours.
Thus, the round trip will take 13+11+2=<<13+11+2=26>>26 hours.
#### 26"
2987,James buys jars for his honey.  He has 5 hives that each produce 20 liters of honey.  Each jar can hold .5 liters.  How many jars will he need to buy if his friend is bringing his own jars for half the honey?,100,100,"He produces 5*20=<<5*20=100>>100 liters of honey
That means he keeps 100/2=<<100/2=50>>50 liters of honey
So he needs 50/.5=<<50/.5=100>>100 jars
#### 100"
681,Apple and peach trees are planted in the orchard of the Grange Poser farm. The orchard has 30 apple trees that each give 150 kg of apples and 45 peach trees that each produce an average of 65 kg of fruit. What is the total mass of fruit harvested in this orchard?,7425,7425,"Let’s first calculate what the apple trees produce: 30 trees * 150 kg/tree = <<30*150=4500>>4500 kg
Then let's calculate what the peaches produce: 45 trees * 65 kg/tree = <<45*65=2925>>2925 kg
We add these two masses: 4500 kg + 2925 kg = <<4500+2925=7425>>7425 kg
#### 7425"
5278,"There were 10 apples and 5 oranges in the basket. If Emily adds 5 more oranges to the basket, what percentage of the fruit in the basket would be apples?",50,50,"If Emily adds 5 more oranges, there will be a total of 10 + 5 + 5 = <<10+5+5=20>>20 fruits in the basket.
So, the percentage of the fruit that is apples is 10/20 x 100% = 50%.
#### 50"
3789,Kim drinks a 1.5-quart bottle of water.  She then drinks a 12 ounce can of water.  How many ounces of water did she drink?,60,60,"The bottle was 1.5*32=<<1.5*32=48>>48 ounces.
So she drinks 48+12=<<48+12=60>>60 ounces of water.
#### 60"
738,"While Paul watches movies, he runs on his treadmill. He can run a mile in 12 minutes. He watches two movies, which are an average length of 1.5 hours. How many miles does he run?",15,15,"He runs for 3 hours because 2 x 1.5 = <<2*1.5=3>>3
He runs for 180 minutes because 3 x 60 = <<3*60=180>>180
He runs 15 miles because 180 / 12 = <<180/12=15>>15
#### 15"
663,"While cultivating a small farm, a farmer spent $50 on corn seeds, $35 on fertilizers and pesticides, and $15 on labor. After a successful harvest, he was able to gather 10 bags of corn. How much should he sell each bag, if he wants to make a profit of 10%?",11,11,"His total expenditure so far is $50+$35+$15 = $<<50+35+15=100>>100
To make a profit of 10%, he has to make a total of $100+($100*(10/100) = $<<100+(100*(10/100))=110>>110 from sales
To make $110 from the sales of 10 bags, each bag should cost $110/10 = $<<110/10=11>>11
#### 11"
4576,"Hillary's teacher assigned 1 hour of reading during the weekend. On Friday night, Hillary read for 16 minutes. On Saturday she read for 28 minutes. How many minutes does Hillary have to read on Sunday to complete the assignment?",16,16,"Hillary needs to read for 1 hour which equals 60 minutes.
Hillary has read for a total of 16 minutes + 28 = <<16+28=44>>44 minutes so far.
Hillary will need to read for 60 minutes - 44 = <<60-44=16>>16 minutes on Sunday.
#### 16"
4492,"A large gathering occurred at the town hall with 200 people participating. 100 people decided to have a snack, and then 20 new outsiders joined in to have a snack. Half of these snack eaters got full and left. 10 new outsiders came to have snacks, too. 30 more snack eaters got their fill and left. Then half of the remaining snack eaters left later on. How many snack eaters are left?",20,20,"At the meeting, 200-100=<<200-100=100>>100 people decided to have a snack.
20 new people came in to snack and the area had 100+20=<<100+20=120>>120 of them eating.
120/2=<<120/2=60>>60 people got full and left.
10 more new people came to join in the snacking so 60+10=<<10+60=70>>70 people were eating.
After 30 people left, 70-30=<<70-30=40>>40 people who were eating remained.
In the end, only 40/2=<<40/2=20>>20 kept eating.
#### 20"
1376,Christopher uses 1 packet of a sugar substitute in his coffee.  He has 2 coffees a day.  The packets come 30 to a box and cost $4.00 a box.  How much will it cost him to have enough sugar substitutes to last him 90 days?,24,24,"He uses 1 packet per cup of coffee and he has 2 cups a day so that's 1*2 = <<1*2=2>>2 packets
He wants enough to last him 90 days and he uses 2 packets a day so that's 90*2 = <<90*2=180>>180 packets
The packets come 30 to a box and he needs 180 packets so that's 180/30 = <<180/30=6>>6 boxes of sugar substitute
Each box costs $4.00 and he needs 6 boxes so that's 4*6 = $<<4*6=24.00>>24.00
#### 24"
2413,"Martha has 18 crayons. She lost half of them, so she bought a new set of 20 crayons. How many crayons in total does Martha have after the purchase?",29,29,"In the beginning, Martha lost 18 / 2 = <<18/2=9>>9 crayons.
So after she bought a set of new crayons, she has in total 9 + 20 = <<9+20=29>>29 crayons.
#### 29"
4072,A man used to have 39 cows but last year 25 of them died and he sold 6 of them. This year the number of the cows increased by 24 and the man bought 43 more. His friend gave him 8 cows as a gift. How many cows does the man have now?,83,83,"Last year he had 39 cows - 25 cows - 6 cows = <<39-25-6=8>>8 cows.
This year after the number of the cows has increased he has 8 cows + 24 cows = <<8+24=32>>32 cows.
After he bought more cows he now has 32 cows + 43 cows = <<32+43=75>>75 cows.
After his friend gave him cows he now has 75 cows + 8 cows = <<75+8=83>>83 cows.
#### 83"
64,"Irene earns $500 if she works for 40 hours a week and gets an extra $20 for every hour of overtime. If she worked 50 hours last week, calculate her total income.",700,700,"If Irene worked 50 hours last week, the total number of hours counting as overtime is 50-40 = <<50-40=10>>10 hours.
Since she's given $20 for every hour of overtime, she earned 10*$20 = $<<10*20=200>>200 in overtime.
Her total income, including the overtime, is $500+$200= $<<500+200=700>>700
#### 700"
4626,"Tayzia and her two young daughters get haircuts.  Women’s haircuts are $48.  Children’s haircuts are $36.  If Tayzia wants to give a 20% tip to the hair stylist, how much would it be?",24,24,"The two daughters’ haircuts cost $36 x 2 = $<<36*2=72>>72.
All three haircuts will cost $72 + $48 = $<<72+48=120>>120.
The tip on the haircuts is $120 x 20% = $<<120*20*.01=24>>24.
#### 24"
5525,"Yvonne and Janna were writing their 1000-word pair research paper. Yvonne was able to write 400 words while Janna wrote 150 more words than Yvonne. When they edited their paper, they removed 20 words and added twice as many words as they removed. How many more words should they add to reach the research paper requirement?",30,30,"Janna wrote 400 + 150 = <<400+150=550>>550 words.
Together, they wrote 400 + 550 = <<400+550=950>>950 words.
They have 950 - 20 = <<950-20=930>>930 words left after omitting 20 words.
Then 20 x 2 = <<20*2=40>>40 words were added during the editing.
Overall, they have 930 + 40 = <<930+40=970>>970 words.
Thus, they should add 1000 - 970 = <<1000-970=30>>30 more words.
#### 30"
3526,Nadia is learning to play the piano. She normally makes 3 mistakes per 40 notes and can play about 60 notes a minute.   If she plays for 8 minutes how many mistakes will she make on average?,36,36,"She plays 480 notes because 8 x 60 = <<8*60=480>>480
This is 12 blocks of 40 notes because 480/40=<<480/40=12>>12
She makes 36 mistakes because 12 x 3 = <<12*3=36>>36
#### 36"
1838,"A volcano erupts and spews ash into the sky. The ash cloud spreads out in a diameter eighteen times as far as the distance it shot up into the sky. If the ashes erupted three hundred feet into the sky, what was the radius of the ash cloud in feet?",2700,2700,"The ash cloud spread out 300 * 18 = <<300*18=5400>>5400 feet in diameter.
The radius is half the diameter, so the ash cloud had a radius of 5400 / 2 = <<5400/2=2700>>2700 feet.
#### 2700"
2584,"It’s February 2021.  Mark was born in January 1976.  Graham is 3 years younger than Mark, and Graham’s sister, Janice, is 1/2 the age of Graham.  How old is Janice?",21,21,"It’s 2021 and Mark was born in 1976 so Mark is 2021-1976 = <<2021-1976=45>>45 years old
Graham is 3 years younger than Mark who is 45 so Graham is 45-3 = 42 years old
Janice is 1/2 the age of Graham who is 42 so Janice is 42/2 = <<42/2=21>>21 years old
#### 21"
4807,"Rene has three times as many dolls as her sister, while her sister has two more dolls than their grandmother. If their grandmother has 50 dolls, how many dolls do they have altogether?",258,258,"If the grandmother has 50 dolls, Rene's sister, who has 2 more dolls than their grandmother, has 50+2 = <<50+2=52>>52 dolls.
Together, Rene's sister and the grandmother have 52+50 = <<52+50=102>>102 dolls.
Since Rene has three times as many dolls as her sister, she has 52*3 = <<52*3=156>>156 dolls.
Altogether, they have 156+102 = <<156+102=258>>258 dolls.
#### 258"
2971,"A packet of candy sweets has 30 cherry-flavored sweets, 40 strawberry-flavored sweets, and 50 pineapple-flavored sweets. Aaron eats half of each of the flavored sweets and gives 5 cherry-flavored sweets to his friend. How many sweets are still in the packet of candy?",55,55,"Aaron eats 1/2*30 sweets + 1/2*40 sweets + 1/2*50 sweets = <<1/2*30+1/2*40+1/2*50=60>>60 candy sweets.
The packet of candy sweets still has 60 sweets - 5 sweets = <<60-5=55>>55 candy sweets.
#### 55"
3177,"Carlson bought land that cost $8000 and additional land that cost $4000. He initially owned 300 square meters of land. If the land he bought costs $20 per square meter, how big is his land after buying the new land?",900,900,"Carlson bought land that cost $20 per square meter, therefore the size of the land he bought is 8000/20 = 400.
And the size of the other land he bought is 4000/20 = <<4000/20=200>>200.
Therefore the total size of the land he owns is 400+200+300 = <<400+200+300=900>>900.
#### 900"
